,,,out,,,,,,
7040053,EV,ATL,MSN,29-JUL-07 07.55.00.000000000 PM AMERICA/NEW_YORK,1170,29-JUL-07 09.01.00.000000000 PM AMERICA/CHICAGO,1296,1,50
7088198,FL,ATL,DCA,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 10.56.00.000000000 AM AMERICA/NEW_YORK,631,0,137
7088237,FL,ATL,FNT,29-JUL-07 12.39.00.000000000 PM AMERICA/NEW_YORK,734,29-JUL-07 02.30.00.000000000 PM AMERICA/NEW_YORK,845,0,137
7088260,FL,ATL,IND,29-JUL-07 04.48.00.000000000 PM AMERICA/NEW_YORK,983,29-JUL-07 06.23.00.000000000 PM AMERICA/NEW_YORK,1078,0,137
7088262,FL,ATL,IND,29-JUL-07 11.10.00.000000000 PM AMERICA/NEW_YORK,1365,30-JUL-07 12.38.00.000000000 AM AMERICA/NEW_YORK,1453,0,137
7088312,FL,ATL,MDW,29-JUL-07 02.01.00.000000000 PM AMERICA/NEW_YORK,816,29-JUL-07 02.51.00.000000000 PM AMERICA/CHICAGO,926,0,137
7088385,FL,ATL,RSW,29-JUL-07 02.57.00.000000000 PM AMERICA/NEW_YORK,872,29-JUL-07 04.34.00.000000000 PM AMERICA/NEW_YORK,969,0,137
7088542,FL,DEN,ATL,29-JUL-07 07.00.00.000000000 AM AMERICA/DENVER,515,29-JUL-07 11.57.00.000000000 AM AMERICA/NEW_YORK,692,0,137
7219258,AA,ATL,DFW,29-JUL-07 03.55.00.000000000 PM AMERICA/NEW_YORK,930,29-JUL-07 05.15.00.000000000 PM AMERICA/CHICAGO,1070,0,140
7028173,DL,ATL,DCA,29-JUL-07 12.20.00.000000000 PM AMERICA/NEW_YORK,715,29-JUL-07 02.05.00.000000000 PM AMERICA/NEW_YORK,820,0,142
7289152,CO,ATL,EWR,29-JUL-07 02.50.00.000000000 PM AMERICA/NEW_YORK,865,29-JUL-07 05.25.00.000000000 PM AMERICA/NEW_YORK,1020,0,124
7046926,EV,ATL,EVV,29-JUL-07 09.04.00.000000000 AM AMERICA/NEW_YORK,519,29-JUL-07 09.28.00.000000000 AM AMERICA/CHICAGO,603,0,50
7057564,EV,OAJ,ATL,29-JUL-07 05.27.00.000000000 PM AMERICA/NEW_YORK,1022,29-JUL-07 07.05.00.000000000 PM AMERICA/NEW_YORK,1120,0,40
7088396,FL,ATL,SEA,29-JUL-07 09.35.00.000000000 PM AMERICA/NEW_YORK,1270,29-JUL-07 11.50.00.000000000 PM AMERICA/LOS_ANGELES,1585,0,137
7041153,EV,ATL,GRR,29-JUL-07 08.55.00.000000000 PM AMERICA/NEW_YORK,1230,29-JUL-07 10.49.00.000000000 PM AMERICA/NEW_YORK,1344,0,50
7088170,FL,ATL,BUF,29-JUL-07 12.40.00.000000000 PM AMERICA/NEW_YORK,735,29-JUL-07 02.37.00.000000000 PM AMERICA/NEW_YORK,852,0,117
7088868,FL,RSW,ATL,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,29-JUL-07 07.01.00.000000000 PM AMERICA/NEW_YORK,1116,0,137
7088221,FL,ATL,EWR,29-JUL-07 09.20.00.000000000 AM AMERICA/NEW_YORK,535,29-JUL-07 11.35.00.000000000 AM AMERICA/NEW_YORK,670,0,117
7028965,DL,BWI,ATL,29-JUL-07 06.10.00.000000000 AM AMERICA/NEW_YORK,345,29-JUL-07 07.52.00.000000000 AM AMERICA/NEW_YORK,447,0,142
7028338,DL,ATL,FLL,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,29-JUL-07 05.57.00.000000000 PM AMERICA/NEW_YORK,1052,0,183
7028373,DL,ATL,SRQ,29-JUL-07 10.55.00.000000000 AM AMERICA/NEW_YORK,630,29-JUL-07 12.29.00.000000000 PM AMERICA/NEW_YORK,724,0,142
7047930,EV,TLH,ATL,29-JUL-07 09.15.00.000000000 AM AMERICA/NEW_YORK,530,29-JUL-07 10.23.00.000000000 AM AMERICA/NEW_YORK,598,0,50
7051562,EV,ATL,CHS,29-JUL-07 01.35.00.000000000 PM AMERICA/NEW_YORK,790,29-JUL-07 02.39.00.000000000 PM AMERICA/NEW_YORK,854,1,50
7050166,EV,PFN,ATL,29-JUL-07 09.07.00.000000000 AM AMERICA/CHICAGO,582,29-JUL-07 11.34.00.000000000 AM AMERICA/NEW_YORK,669,0,66
7028417,DL,ATL,BOS,29-JUL-07 08.40.00.000000000 AM AMERICA/NEW_YORK,495,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,0,142
7029128,DL,MEM,ATL,29-JUL-07 04.59.00.000000000 PM AMERICA/CHICAGO,1054,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,0,142
7028480,DL,DFW,ATL,29-JUL-07 05.20.00.000000000 PM AMERICA/CHICAGO,1075,29-JUL-07 08.36.00.000000000 PM AMERICA/NEW_YORK,1211,0,142
7029202,DL,ATL,IAD,29-JUL-07 05.10.00.000000000 PM AMERICA/NEW_YORK,1005,29-JUL-07 07.06.00.000000000 PM AMERICA/NEW_YORK,1121,1,142
7029205,DL,ATL,MSY,29-JUL-07 11.20.00.000000000 AM AMERICA/NEW_YORK,655,29-JUL-07 11.53.00.000000000 AM AMERICA/CHICAGO,748,0,142
7029293,DL,STL,ATL,29-JUL-07 05.40.00.000000000 PM AMERICA/CHICAGO,1095,29-JUL-07 08.23.00.000000000 PM AMERICA/NEW_YORK,1198,0,142
6922303,OO,BNA,ATL,29-JUL-07 02.39.00.000000000 PM AMERICA/CHICAGO,914,29-JUL-07 04.49.00.000000000 PM AMERICA/NEW_YORK,984,0,90
7035749,EV,ATL,OMA,29-JUL-07 11.20.00.000000000 AM AMERICA/NEW_YORK,655,29-JUL-07 12.44.00.000000000 PM AMERICA/CHICAGO,799,0,50
7037161,EV,SAT,ATL,29-JUL-07 06.25.00.000000000 PM AMERICA/CHICAGO,1140,29-JUL-07 09.44.00.000000000 PM AMERICA/NEW_YORK,1279,1,70
7038890,EV,ATW,ATL,29-JUL-07 04.10.00.000000000 PM AMERICA/CHICAGO,1005,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,0,50
7034765,EV,ATL,TLH,29-JUL-07 03.02.00.000000000 PM AMERICA/NEW_YORK,877,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,0,50
7037171,EV,RIC,ATL,29-JUL-07 01.05.00.000000000 PM AMERICA/NEW_YORK,760,29-JUL-07 02.53.00.000000000 PM AMERICA/NEW_YORK,868,0,50
7088549,FL,DFW,ATL,29-JUL-07 10.17.00.000000000 AM AMERICA/CHICAGO,652,29-JUL-07 01.19.00.000000000 PM AMERICA/NEW_YORK,774,0,137
7041777,EV,ATL,MGM,29-JUL-07 11.17.00.000000000 AM AMERICA/NEW_YORK,652,29-JUL-07 11.18.00.000000000 AM AMERICA/CHICAGO,713,0,50
7045476,EV,ATL,FNT,29-JUL-07 08.03.00.000000000 PM AMERICA/NEW_YORK,1178,29-JUL-07 10.02.00.000000000 PM AMERICA/NEW_YORK,1297,0,50
7038385,EV,ATL,MDW,29-JUL-07 11.00.00.000000000 AM AMERICA/NEW_YORK,635,29-JUL-07 12.00.00.000000000 PM AMERICA/CHICAGO,755,0,70
7088178,FL,ATL,BWI,29-JUL-07 09.20.00.000000000 PM AMERICA/NEW_YORK,1255,29-JUL-07 11.07.00.000000000 PM AMERICA/NEW_YORK,1362,0,117
7088259,FL,ATL,IND,29-JUL-07 01.11.00.000000000 PM AMERICA/NEW_YORK,766,29-JUL-07 02.43.00.000000000 PM AMERICA/NEW_YORK,858,0,117
7056749,EV,ATL,LFT,29-JUL-07 01.41.00.000000000 PM AMERICA/NEW_YORK,796,29-JUL-07 02.19.00.000000000 PM AMERICA/CHICAGO,894,0,50
7041297,EV,CHA,ATL,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,29-JUL-07 09.33.00.000000000 AM AMERICA/NEW_YORK,548,0,40
7036338,EV,ATL,TUL,29-JUL-07 09.21.00.000000000 PM AMERICA/NEW_YORK,1256,29-JUL-07 10.25.00.000000000 PM AMERICA/CHICAGO,1380,0,50
7088515,FL,CHS,ATL,29-JUL-07 07.24.00.000000000 PM AMERICA/NEW_YORK,1139,29-JUL-07 08.39.00.000000000 PM AMERICA/NEW_YORK,1214,0,118
7088638,FL,JAX,ATL,29-JUL-07 09.46.00.000000000 AM AMERICA/NEW_YORK,561,29-JUL-07 10.54.00.000000000 AM AMERICA/NEW_YORK,629,0,117
7088328,FL,ATL,MKE,29-JUL-07 03.55.00.000000000 PM AMERICA/NEW_YORK,930,29-JUL-07 04.54.00.000000000 PM AMERICA/CHICAGO,1049,0,137
7028434,DL,ATL,BOS,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,29-JUL-07 06.45.00.000000000 PM AMERICA/NEW_YORK,1100,0,150
7029129,DL,ATL,SAV,29-JUL-07 08.10.00.000000000 PM AMERICA/NEW_YORK,1185,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,0,142
7029175,DL,MIA,ATL,29-JUL-07 11.00.00.000000000 AM AMERICA/NEW_YORK,635,29-JUL-07 12.53.00.000000000 PM AMERICA/NEW_YORK,748,0,142
7028571,DL,SEA,ATL,29-JUL-07 11.40.00.000000000 PM AMERICA/LOS_ANGELES,1575,30-JUL-07 07.21.00.000000000 AM AMERICA/NEW_YORK,1856,0,180
7029277,DL,ATL,TPA,29-JUL-07 08.28.00.000000000 AM AMERICA/NEW_YORK,483,29-JUL-07 09.49.00.000000000 AM AMERICA/NEW_YORK,564,0,183
7028954,DL,ATL,MSP,29-JUL-07 01.40.00.000000000 PM AMERICA/NEW_YORK,795,29-JUL-07 03.13.00.000000000 PM AMERICA/CHICAGO,948,0,142
7028280,DL,ATL,LGA,29-JUL-07 04.45.00.000000000 PM AMERICA/NEW_YORK,980,29-JUL-07 07.17.00.000000000 PM AMERICA/NEW_YORK,1132,1,142
7029007,DL,ATL,SNA,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,29-JUL-07 10.30.00.000000000 AM AMERICA/LOS_ANGELES,785,0,180
7029037,DL,ATL,ORF,29-JUL-07 08.51.00.000000000 PM AMERICA/NEW_YORK,1226,29-JUL-07 10.29.00.000000000 PM AMERICA/NEW_YORK,1324,0,142
7029060,DL,MSP,ATL,29-JUL-07 01.50.00.000000000 PM AMERICA/CHICAGO,865,29-JUL-07 05.28.00.000000000 PM AMERICA/NEW_YORK,1023,0,142
7029064,DL,ATL,PNS,29-JUL-07 01.10.00.000000000 PM AMERICA/NEW_YORK,765,29-JUL-07 01.20.00.000000000 PM AMERICA/CHICAGO,835,0,142
7028360,DL,HOU,ATL,29-JUL-07 04.00.00.000000000 PM AMERICA/CHICAGO,995,29-JUL-07 07.06.00.000000000 PM AMERICA/NEW_YORK,1121,0,142
7032942,EV,ATL,MKE,29-JUL-07 08.01.00.000000000 AM AMERICA/NEW_YORK,456,29-JUL-07 09.09.00.000000000 AM AMERICA/CHICAGO,584,0,50
7032291,EV,ATL,CAK,29-JUL-07 10.15.00.000000000 AM AMERICA/NEW_YORK,590,29-JUL-07 12.01.00.000000000 PM AMERICA/NEW_YORK,696,0,70
7028698,DL,ATL,SAN,29-JUL-07 11.03.00.000000000 AM AMERICA/NEW_YORK,638,29-JUL-07 12.24.00.000000000 PM AMERICA/LOS_ANGELES,899,0,186
7028774,DL,PHL,ATL,29-JUL-07 09.57.00.000000000 AM AMERICA/NEW_YORK,572,29-JUL-07 12.18.00.000000000 PM AMERICA/NEW_YORK,713,0,180
7028176,DL,ATL,DCA,29-JUL-07 01.20.00.000000000 PM AMERICA/NEW_YORK,775,29-JUL-07 02.59.00.000000000 PM AMERICA/NEW_YORK,874,0,142
7028184,DL,DCA,ATL,29-JUL-07 04.55.00.000000000 PM AMERICA/NEW_YORK,990,29-JUL-07 06.49.00.000000000 PM AMERICA/NEW_YORK,1104,1,183
7028193,DL,AUS,ATL,29-JUL-07 04.00.00.000000000 PM AMERICA/CHICAGO,995,29-JUL-07 07.21.00.000000000 PM AMERICA/NEW_YORK,1136,0,142
7028227,DL,PHX,ATL,29-JUL-07 06.00.00.000000000 AM US/ARIZONA,515,29-JUL-07 12.41.00.000000000 PM AMERICA/NEW_YORK,736,0,180
7028242,DL,ATL,BWI,29-JUL-07 12.25.00.000000000 PM AMERICA/NEW_YORK,720,29-JUL-07 02.09.00.000000000 PM AMERICA/NEW_YORK,824,1,183
7056316,EV,MLU,ATL,29-JUL-07 05.55.00.000000000 PM AMERICA/CHICAGO,1110,29-JUL-07 08.31.00.000000000 PM AMERICA/NEW_YORK,1206,0,40
7034195,EV,ATL,CHO,29-JUL-07 08.50.00.000000000 PM AMERICA/NEW_YORK,1225,29-JUL-07 10.17.00.000000000 PM AMERICA/NEW_YORK,1312,0,40
7088345,FL,ATL,PBI,29-JUL-07 10.23.00.000000000 AM AMERICA/NEW_YORK,598,29-JUL-07 12.08.00.000000000 PM AMERICA/NEW_YORK,703,0,117
7088359,FL,ATL,PHX,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,29-JUL-07 10.40.00.000000000 AM US/ARIZONA,795,0,137
7088406,FL,ATL,STL,29-JUL-07 04.24.00.000000000 PM AMERICA/NEW_YORK,959,29-JUL-07 05.04.00.000000000 PM AMERICA/CHICAGO,1059,0,117
7088412,FL,ATL,TPA,29-JUL-07 09.20.00.000000000 AM AMERICA/NEW_YORK,535,29-JUL-07 10.44.00.000000000 AM AMERICA/NEW_YORK,619,0,137
7047852,EV,MHT,ATL,29-JUL-07 05.36.00.000000000 PM AMERICA/NEW_YORK,1031,29-JUL-07 08.24.00.000000000 PM AMERICA/NEW_YORK,1199,0,70
7048571,EV,LIT,ATL,29-JUL-07 09.35.00.000000000 AM AMERICA/CHICAGO,610,29-JUL-07 12.07.00.000000000 PM AMERICA/NEW_YORK,702,0,70
7047883,EV,ATL,AVP,29-JUL-07 10.17.00.000000000 AM AMERICA/NEW_YORK,592,29-JUL-07 12.27.00.000000000 PM AMERICA/NEW_YORK,722,0,50
7049321,EV,FNT,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 08.07.00.000000000 AM AMERICA/NEW_YORK,462,0,50
7049429,EV,HTS,ATL,29-JUL-07 01.40.00.000000000 PM AMERICA/NEW_YORK,795,29-JUL-07 03.05.00.000000000 PM AMERICA/NEW_YORK,880,0,40
6984824,US,PHX,ATL,29-JUL-07 02.40.00.000000000 PM US/ARIZONA,1035,29-JUL-07 09.20.00.000000000 PM AMERICA/NEW_YORK,1255,0,150
6984556,US,ATL,PHX,29-JUL-07 05.20.00.000000000 PM AMERICA/NEW_YORK,1015,29-JUL-07 06.27.00.000000000 PM US/ARIZONA,1262,0,124
7032741,EV,ATL,CSG,29-JUL-07 07.45.00.000000000 PM AMERICA/NEW_YORK,1160,29-JUL-07 08.23.00.000000000 PM AMERICA/NEW_YORK,1198,0,48
7034980,EV,FAY,ATL,29-JUL-07 01.25.00.000000000 PM AMERICA/NEW_YORK,780,29-JUL-07 02.49.00.000000000 PM AMERICA/NEW_YORK,864,0,50
7028393,DL,BWI,ATL,29-JUL-07 08.30.00.000000000 AM AMERICA/NEW_YORK,485,29-JUL-07 10.24.00.000000000 AM AMERICA/NEW_YORK,599,0,183
7028513,DL,ATL,PDX,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,29-JUL-07 01.16.00.000000000 PM AMERICA/LOS_ANGELES,951,0,180
7028569,DL,ATL,PHL,29-JUL-07 05.50.00.000000000 PM AMERICA/NEW_YORK,1045,29-JUL-07 08.13.00.000000000 PM AMERICA/NEW_YORK,1188,0,183
7028722,DL,ATL,MCI,29-JUL-07 07.38.00.000000000 PM AMERICA/NEW_YORK,1153,29-JUL-07 08.42.00.000000000 PM AMERICA/CHICAGO,1277,0,142
7028759,DL,ATL,PNS,29-JUL-07 10.50.00.000000000 AM AMERICA/NEW_YORK,625,29-JUL-07 11.05.00.000000000 AM AMERICA/CHICAGO,700,0,142
7028806,DL,ATL,SDF,29-JUL-07 07.36.00.000000000 PM AMERICA/NEW_YORK,1151,29-JUL-07 08.57.00.000000000 PM AMERICA/NEW_YORK,1232,0,150
7028145,DL,JFK,ATL,29-JUL-07 04.35.00.000000000 PM AMERICA/NEW_YORK,970,29-JUL-07 07.15.00.000000000 PM AMERICA/NEW_YORK,1130,0,195
7028163,DL,ATL,FLL,29-JUL-07 02.02.00.000000000 PM AMERICA/NEW_YORK,817,29-JUL-07 03.55.00.000000000 PM AMERICA/NEW_YORK,930,0,183
7028912,DL,ATL,PBI,29-JUL-07 01.41.00.000000000 PM AMERICA/NEW_YORK,796,29-JUL-07 03.24.00.000000000 PM AMERICA/NEW_YORK,899,0,142
7028339,DL,DEN,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/DENVER,485,29-JUL-07 11.24.00.000000000 AM AMERICA/NEW_YORK,659,0,183
7052352,EV,SBN,ATL,29-JUL-07 12.51.00.000000000 PM AMERICA/NEW_YORK,746,29-JUL-07 02.49.00.000000000 PM AMERICA/NEW_YORK,864,0,50
7047373,EV,ATL,LFT,29-JUL-07 09.03.00.000000000 PM AMERICA/NEW_YORK,1238,29-JUL-07 09.40.00.000000000 PM AMERICA/CHICAGO,1335,0,50
7041006,EV,MSN,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/CHICAGO,425,29-JUL-07 09.44.00.000000000 AM AMERICA/NEW_YORK,559,0,50
7041720,EV,HPN,ATL,29-JUL-07 06.59.00.000000000 PM AMERICA/NEW_YORK,1114,29-JUL-07 09.24.00.000000000 PM AMERICA/NEW_YORK,1259,0,50
7036049,EV,TLH,ATL,29-JUL-07 03.00.00.000000000 PM AMERICA/NEW_YORK,875,29-JUL-07 04.08.00.000000000 PM AMERICA/NEW_YORK,943,0,50
7037579,EV,ABY,ATL,29-JUL-07 02.41.00.000000000 PM AMERICA/NEW_YORK,856,29-JUL-07 03.40.00.000000000 PM AMERICA/NEW_YORK,915,0,40
7041888,EV,SHV,ATL,29-JUL-07 08.55.00.000000000 AM AMERICA/CHICAGO,570,29-JUL-07 11.34.00.000000000 AM AMERICA/NEW_YORK,669,0,50
7088384,FL,ATL,RSW,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,29-JUL-07 09.44.00.000000000 AM AMERICA/NEW_YORK,559,0,117
7088386,FL,ATL,RSW,29-JUL-07 04.44.00.000000000 PM AMERICA/NEW_YORK,979,29-JUL-07 06.23.00.000000000 PM AMERICA/NEW_YORK,1078,0,117
7052614,EV,ERI,ATL,29-JUL-07 05.16.00.000000000 PM AMERICA/NEW_YORK,1011,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,0,50
7054022,EV,ATL,ABE,29-JUL-07 03.30.00.000000000 PM AMERICA/NEW_YORK,905,29-JUL-07 05.34.00.000000000 PM AMERICA/NEW_YORK,1029,0,50
7047622,EV,ATL,ISP,29-JUL-07 02.50.00.000000000 PM AMERICA/NEW_YORK,865,29-JUL-07 05.10.00.000000000 PM AMERICA/NEW_YORK,1005,0,50
7054810,EV,ATL,PFN,29-JUL-07 03.17.00.000000000 PM AMERICA/NEW_YORK,892,29-JUL-07 03.43.00.000000000 PM AMERICA/CHICAGO,978,1,66
7088738,FL,MDW,ATL,29-JUL-07 12.23.00.000000000 PM AMERICA/CHICAGO,778,29-JUL-07 03.17.00.000000000 PM AMERICA/NEW_YORK,892,0,117
7088793,FL,MSY,ATL,29-JUL-07 03.35.00.000000000 PM AMERICA/CHICAGO,970,29-JUL-07 05.58.00.000000000 PM AMERICA/NEW_YORK,1053,0,117
7088837,FL,PIT,ATL,29-JUL-07 06.56.00.000000000 PM AMERICA/NEW_YORK,1111,29-JUL-07 08.40.00.000000000 PM AMERICA/NEW_YORK,1215,0,117
7088186,FL,ATL,CHS,29-JUL-07 05.44.00.000000000 PM AMERICA/NEW_YORK,1039,29-JUL-07 06.54.00.000000000 PM AMERICA/NEW_YORK,1109,0,118
7088854,FL,RIC,ATL,29-JUL-07 10.02.00.000000000 AM AMERICA/NEW_YORK,577,29-JUL-07 11.43.00.000000000 AM AMERICA/NEW_YORK,678,0,117
7088222,FL,ATL,EWR,29-JUL-07 11.31.00.000000000 AM AMERICA/NEW_YORK,666,29-JUL-07 01.47.00.000000000 PM AMERICA/NEW_YORK,802,0,117
7088911,FL,TPA,ATL,29-JUL-07 06.45.00.000000000 PM AMERICA/NEW_YORK,1100,29-JUL-07 08.16.00.000000000 PM AMERICA/NEW_YORK,1191,0,117
7088358,FL,ATL,PHL,29-JUL-07 10.59.00.000000000 PM AMERICA/NEW_YORK,1354,30-JUL-07 12.56.00.000000000 AM AMERICA/NEW_YORK,1471,0,137
7088366,FL,ATL,PIT,29-JUL-07 11.05.00.000000000 PM AMERICA/NEW_YORK,1360,30-JUL-07 12.40.00.000000000 AM AMERICA/NEW_YORK,1455,0,117
7088372,FL,ATL,RDU,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,29-JUL-07 11.32.00.000000000 AM AMERICA/NEW_YORK,667,0,117
7088394,FL,ATL,SEA,29-JUL-07 09.35.00.000000000 AM AMERICA/NEW_YORK,550,29-JUL-07 11.50.00.000000000 AM AMERICA/LOS_ANGELES,865,0,137
7240735,AA,MIA,ATL,29-JUL-07 05.20.00.000000000 PM AMERICA/NEW_YORK,1015,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,0,148
6823348,XE,CLE,ATL,29-JUL-07 08.50.00.000000000 PM AMERICA/NEW_YORK,1225,29-JUL-07 10.52.00.000000000 PM AMERICA/NEW_YORK,1347,0,50
7028406,DL,SFO,ATL,29-JUL-07 12.53.00.000000000 PM AMERICA/LOS_ANGELES,928,29-JUL-07 08.40.00.000000000 PM AMERICA/NEW_YORK,1215,0,252
7028449,DL,RDU,ATL,29-JUL-07 12.02.00.000000000 PM AMERICA/NEW_YORK,697,29-JUL-07 01.20.00.000000000 PM AMERICA/NEW_YORK,775,0,142
7029153,DL,ATL,ORD,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 08.00.00.000000000 AM AMERICA/CHICAGO,515,0,142
7028551,DL,ATL,DTW,29-JUL-07 03.39.00.000000000 PM AMERICA/NEW_YORK,914,29-JUL-07 05.42.00.000000000 PM AMERICA/NEW_YORK,1037,0,142
7029297,DL,MCO,ATL,29-JUL-07 07.25.00.000000000 AM AMERICA/NEW_YORK,420,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,0,183
7042030,EV,ATL,EVV,29-JUL-07 01.13.00.000000000 PM AMERICA/NEW_YORK,768,29-JUL-07 01.37.00.000000000 PM AMERICA/CHICAGO,852,0,50
7039992,EV,ATL,FAY,29-JUL-07 05.01.00.000000000 PM AMERICA/NEW_YORK,996,29-JUL-07 06.32.00.000000000 PM AMERICA/NEW_YORK,1087,0,50
7038630,EV,TUL,ATL,29-JUL-07 05.30.00.000000000 PM AMERICA/CHICAGO,1085,29-JUL-07 08.38.00.000000000 PM AMERICA/NEW_YORK,1213,0,50
7045120,EV,ATL,SRQ,29-JUL-07 03.43.00.000000000 PM AMERICA/NEW_YORK,918,29-JUL-07 05.13.00.000000000 PM AMERICA/NEW_YORK,1008,0,70
7035886,EV,ATL,GNV,29-JUL-07 08.30.00.000000000 PM AMERICA/NEW_YORK,1205,29-JUL-07 10.06.00.000000000 PM AMERICA/NEW_YORK,1301,0,66
7044510,EV,MKE,ATL,29-JUL-07 07.05.00.000000000 AM AMERICA/CHICAGO,460,29-JUL-07 10.12.00.000000000 AM AMERICA/NEW_YORK,587,0,70
7036886,EV,MLU,ATL,29-JUL-07 02.22.00.000000000 PM AMERICA/CHICAGO,897,29-JUL-07 04.58.00.000000000 PM AMERICA/NEW_YORK,993,0,40
7044709,EV,ATL,ILM,29-JUL-07 06.17.00.000000000 PM AMERICA/NEW_YORK,1072,29-JUL-07 07.43.00.000000000 PM AMERICA/NEW_YORK,1158,0,50
7028782,DL,ATL,ORD,29-JUL-07 11.30.00.000000000 AM AMERICA/NEW_YORK,665,29-JUL-07 12.29.00.000000000 PM AMERICA/CHICAGO,784,0,142
7028147,DL,CVG,ATL,29-JUL-07 03.04.00.000000000 PM AMERICA/NEW_YORK,879,29-JUL-07 04.40.00.000000000 PM AMERICA/NEW_YORK,975,0,186
7028855,DL,ATL,COS,29-JUL-07 01.46.00.000000000 PM AMERICA/NEW_YORK,801,29-JUL-07 02.42.00.000000000 PM AMERICA/DENVER,977,0,150
7029020,DL,ATL,RSW,29-JUL-07 04.28.00.000000000 PM AMERICA/NEW_YORK,963,29-JUL-07 06.12.00.000000000 PM AMERICA/NEW_YORK,1067,0,142
7028300,DL,ATL,FLL,29-JUL-07 09.25.00.000000000 AM AMERICA/NEW_YORK,540,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,0,183
7028301,DL,ATL,PHL,29-JUL-07 07.05.00.000000000 PM AMERICA/NEW_YORK,1120,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,1,183
7028327,DL,PBI,ATL,29-JUL-07 08.30.00.000000000 AM AMERICA/NEW_YORK,485,29-JUL-07 10.13.00.000000000 AM AMERICA/NEW_YORK,588,0,183
7029038,DL,BUF,ATL,29-JUL-07 05.30.00.000000000 PM AMERICA/NEW_YORK,1025,29-JUL-07 07.38.00.000000000 PM AMERICA/NEW_YORK,1153,0,142
7029066,DL,ATL,AUS,29-JUL-07 01.45.00.000000000 PM AMERICA/NEW_YORK,800,29-JUL-07 03.01.00.000000000 PM AMERICA/CHICAGO,936,0,142
7041979,EV,DSM,ATL,29-JUL-07 10.50.00.000000000 AM AMERICA/CHICAGO,685,29-JUL-07 01.57.00.000000000 PM AMERICA/NEW_YORK,812,0,48
7035171,EV,CLE,ATL,29-JUL-07 03.02.00.000000000 PM AMERICA/NEW_YORK,877,29-JUL-07 04.50.00.000000000 PM AMERICA/NEW_YORK,985,0,70
7088418,FL,ATL,TPA,29-JUL-07 09.25.00.000000000 PM AMERICA/NEW_YORK,1260,29-JUL-07 10.48.00.000000000 PM AMERICA/NEW_YORK,1343,0,117
7088742,FL,MDW,ATL,29-JUL-07 07.30.00.000000000 PM AMERICA/CHICAGO,1205,29-JUL-07 10.18.00.000000000 PM AMERICA/NEW_YORK,1313,0,117
7052677,EV,BQK,ATL,29-JUL-07 06.45.00.000000000 AM AMERICA/NEW_YORK,380,29-JUL-07 07.38.00.000000000 AM AMERICA/NEW_YORK,433,0,40
7088817,FL,PHL,ATL,29-JUL-07 05.12.00.000000000 PM AMERICA/NEW_YORK,1007,29-JUL-07 07.23.00.000000000 PM AMERICA/NEW_YORK,1138,0,137
7051303,EV,CSG,ATL,29-JUL-07 06.25.00.000000000 AM AMERICA/NEW_YORK,360,29-JUL-07 07.01.00.000000000 AM AMERICA/NEW_YORK,396,0,50
7051361,EV,ATL,DAY,29-JUL-07 02.50.00.000000000 PM AMERICA/NEW_YORK,865,29-JUL-07 04.29.00.000000000 PM AMERICA/NEW_YORK,964,0,47
7201832,AA,ATL,MIA,29-JUL-07 01.45.00.000000000 PM AMERICA/NEW_YORK,800,29-JUL-07 03.40.00.000000000 PM AMERICA/NEW_YORK,915,0,148
7088248,FL,ATL,HPN,29-JUL-07 05.11.00.000000000 PM AMERICA/NEW_YORK,1006,29-JUL-07 07.34.00.000000000 PM AMERICA/NEW_YORK,1149,1,117
7088297,FL,ATL,MCO,29-JUL-07 08.00.00.000000000 AM AMERICA/NEW_YORK,455,29-JUL-07 09.21.00.000000000 AM AMERICA/NEW_YORK,536,0,117
